"","GEO.Region","Operating.Airline"
"11323","US","Sun Country Airlines"
"11324","Europe","Swiss International"
"11325","Europe","Swiss International"
"11326","Central America","TACA"
"11327","Central America","TACA"
"11328","US","US Airways"
"11329","US","US Airways"
"11330","US","United Airlines"
"11331","US","United Airlines"
"11332","US","United Airlines"
"11333","US","United Airlines"
"11334","US","United Airlines"
"11335","Asia","United Airlines"
"11336","Asia","United Airlines"
"11337","Australia / Oceania","United Airlines"
"11338","Australia / Oceania","United Airlines"
"11339","Canada","United Airlines"
"11340","Canada","United Airlines"
"11341","Europe","United Airlines"
"11342","Europe","United Airlines"
"11343","Mexico","United Airlines"
"11344","Mexico","United Airlines"
"11345","US","Virgin America"
"11346","US","Virgin America"
"11347","Mexico","Virgin America"
"11348","Mexico","Virgin America"
"11349","Europe","Virgin Atlantic"
"11350","Europe","Virgin Atlantic"
"11351","Canada","WestJet Airlines"
"11352","Canada","WestJet Airlines"
"11353","Europe","XL Airways France"
"11354","Europe","XL Airways France"
"11355","Mexico","Aeromexico"
"11356","Mexico","Aeromexico"
"11357","Canada","Air Canada "
"11358","Canada","Air Canada "
"11359","Canada","Air Canada "
"11360","Canada","Air Canada "
"11361","Asia","Air China"
"11362","Asia","Air China"
"11363","Europe","Air France"
"11364","Europe","Air France"
"11365","Australia / Oceania","Air New Zealand"
"11366","Australia / Oceania","Air New Zealand"
"11367","US","AirTran Airways"
"11368","US","AirTran Airways"
"11369","US","Alaska Airlines"
"11370","US","Alaska Airlines"
"11371","US","Alaska Airlines"
"11372","US","Alaska Airlines"
"11373","Mexico","Alaska Airlines"
"11374","Mexico","Alaska Airlines"
"11375","Asia","All Nippon Airways"
"11376","Asia","All Nippon Airways"
"11377","US","American Airlines"
"11378","US","American Airlines"
"11379","Asia","Asiana Airlines"
"11380","Asia","Asiana Airlines"
"11381","US","Atlas Air, Inc"
"11382","US","Atlas Air, Inc"
"11383","Europe","British Airways"
"11384","Europe","British Airways"
"11385","Asia","Cathay Pacific"
"11386","Asia","Cathay Pacific"
"11387","Asia","China Airlines"
"11388","Asia","China Airlines"
"11389","Asia","China Eastern"
"11390","Asia","China Eastern"
"11391","US","Compass Airlines"
"11392","US","Compass Airlines"
"11393","US","Delta Air Lines"
"11394","US","Delta Air Lines"
"11395","Asia","Delta Air Lines"
"11396","Asia","Delta Air Lines"
"11397","Asia","EVA Airways"
"11398","Asia","EVA Airways"
"11399","Middle East","Emirates "
"11400","Middle East","Emirates "
"11401","US","Frontier Airlines"
"11402","US","Frontier Airlines"
"11403","US","Hawaiian Airlines"
"11404","US","Hawaiian Airlines"
"11405","US","Horizon Air "
"11406","US","Horizon Air "
"11407","Asia","Japan Airlines"
"11408","Asia","Japan Airlines"
"11409","US","JetBlue Airways "
"11410","US","JetBlue Airways "
"11411","Europe","KLM Royal Dutch Airlines"
"11412","Europe","KLM Royal Dutch Airlines"
"11413","Asia","Korean Air Lines"
"11414","Asia","Korean Air Lines"
"11415","South America","LAN Peru"
"11416","South America","LAN Peru"
"11417","US","United Airlines"
"11418","Europe","Lufthansa German Airlines"
"11419","Europe","Lufthansa German Airlines"
"11420","Asia","Philippine Airlines"
"11421","Asia","Philippine Airlines"
"11422","US","Republic Airlines"
"11423","Europe","SAS Airlines"
"11424","Europe","SAS Airlines"
"11425","Asia","Singapore Airlines"
"11426","Asia","Singapore Airlines"
"11427","US","SkyWest Airlines"
"11428","US","SkyWest Airlines"
"11429","US","SkyWest Airlines"
"11430","US","SkyWest Airlines"
"11431","US","SkyWest Airlines"
"11432","US","SkyWest Airlines"
"11433","Canada","SkyWest Airlines"
"11434","Canada","SkyWest Airlines"
"11435","Canada","SkyWest Airlines"
"11436","Canada","SkyWest Airlines"
"11437","Canada","SkyWest Airlines"
"11438","US","Southwest Airlines"
"11439","US","Southwest Airlines"
"11440","US","Southwest Airlines"
"11441","US","Sun Country Airlines"
"11442","US","Sun Country Airlines"
"11443","Europe","Swiss International"
"11444","Europe","Swiss International"
"11445","Central America","TACA"
"11446","Central America","TACA"
"11447","US","US Airways"
"11448","US","US Airways"
"11449","US","United Airlines"
"11450","US","United Airlines"
"11451","US","United Airlines"
"11452","US","United Airlines"
"11453","Asia","United Airlines"
"11454","Asia","United Airlines"
"11455","Australia / Oceania","United Airlines"
"11456","Australia / Oceania","United Airlines"
"11457","Canada","United Airlines"
"11458","Canada","United Airlines"
"11459","Europe","United Airlines"
"11460","Europe","United Airlines"
"11461","Mexico","United Airlines"
"11462","Mexico","United Airlines"
"11463","US","Virgin America"
"11464","US","Virgin America"
"11465","Mexico","Virgin America"
"11466","Mexico","Virgin America"
"11467","Europe","Virgin Atlantic"
"11468","Europe","Virgin Atlantic"
"11469","Canada","WestJet Airlines"
"11470","Canada","WestJet Airlines"
"11471","Mexico","Aeromexico"
"11472","Mexico","Aeromexico"
"11473","Canada","Air Canada "
"11474","Canada","Air Canada "
"11475","Canada","Air Canada "
"11476","Canada","Air Canada "
"11477","Asia","Air China"
"11478","Asia","Air China"
"11479","Europe","Air France"
"11480","Europe","Air France"
"11481","Australia / Oceania","Air New Zealand"
"11482","Asia","Air China"
"11483","Australia / Oceania","Air New Zealand"
"11484","US","AirTran Airways"
"11485","US","AirTran Airways"
"11486","US","Alaska Airlines"
"11487","US","Alaska Airlines"
"11488","US","Alaska Airlines"
"11489","US","Alaska Airlines"
"11490","Mexico","Alaska Airlines"
"11491","Mexico","Alaska Airlines"
"11492","Asia","All Nippon Airways"
"11493","Asia","All Nippon Airways"
"11494","US","American Airlines"
"11495","US","American Airlines"
"11496","Asia","Asiana Airlines"
"11497","Asia","Asiana Airlines"
"11498","Europe","British Airways"
"11499","Europe","British Airways"
"11500","Asia","Cathay Pacific"
"11501","Asia","Cathay Pacific"
"11502","Asia","China Airlines"
"11503","Asia","China Airlines"
"11504","Asia","China Eastern"
"11505","Asia","China Eastern"
"11506","US","Compass Airlines"
"11507","US","Compass Airlines"
"11508","US","Delta Air Lines"
"11509","US","Delta Air Lines"
"11510","Asia","Delta Air Lines"
"11511","Asia","Delta Air Lines"
"11512","Asia","EVA Airways"
"11513","Asia","EVA Airways"
"11514","Middle East","Emirates "
"11515","Middle East","Emirates "
"11516","US","Frontier Airlines"
"11517","US","Frontier Airlines"
"11518","US","Hawaiian Airlines"
"11519","US","Hawaiian Airlines"
"11520","US","Horizon Air "
"11521","US","Horizon Air "
"11522","Asia","Japan Airlines"
"11523","Asia","Japan Airlines"
"11524","US","JetBlue Airways "
"11525","US","JetBlue Airways "
"11526","Europe","KLM Royal Dutch Airlines"
"11527","Europe","KLM Royal Dutch Airlines"
"11528","Asia","Korean Air Lines"
"11529","Asia","Korean Air Lines"
"11530","South America","LAN Peru"
"11531","South America","LAN Peru"
"11532","Europe","Lufthansa German Airlines"
"11533","Europe","Lufthansa German Airlines"
"11534","Asia","Philippine Airlines"
"11535","Asia","Philippine Airlines"
"11536","US","Republic Airlines"
"11537","Europe","SAS Airlines"
"11538","Europe","SAS Airlines"
"11539","US","Servisair"
"11540","US","Servisair"
"11541","Asia","Singapore Airlines"
"11542","Asia","Singapore Airlines"
"11543","US","SkyWest Airlines"
"11544","US","SkyWest Airlines"
"11545","US","SkyWest Airlines"
"11546","US","SkyWest Airlines"
"11547","US","SkyWest Airlines"
"11548","US","SkyWest Airlines"
"11549","Canada","SkyWest Airlines"
"11550","Canada","SkyWest Airlines"
"11551","Canada","SkyWest Airlines"
"11552","Canada","SkyWest Airlines"
"11553","Canada","SkyWest Airlines"
"11554","US","Southwest Airlines"
"11555","US","Southwest Airlines"
"11556","US","Southwest Airlines"
"11557","US","Sun Country Airlines"
"11558","US","Sun Country Airlines"
"11559","Europe","Swiss International"
"11560","Europe","Swiss International"
"11561","Central America","TACA"
"11562","Central America","TACA"
"11563","US","US Airways"
"11564","US","US Airways"
"11565","US","United Airlines"
"11566","US","United Airlines"
"11567","US","United Airlines"
"11568","US","United Airlines"
"11569","US","United Airlines"
"11570","Asia","United Airlines"
"11571","Asia","United Airlines"
"11572","Australia / Oceania","United Airlines"
"11573","Australia / Oceania","United Airlines"
"11574","Canada","United Airlines"
"11575","Canada","United Airlines"
"11576","Europe","United Airlines"
"11577","Europe","United Airlines"
"11578","Mexico","United Airlines"
"11579","Mexico","United Airlines"
"11580","US","Virgin America"
"11581","Asia","Air China"
"11582","US","Virgin America"
"11583","Mexico","Virgin America"
"11584","Mexico","Virgin America"
"11585","Europe","Virgin Atlantic"
"11586","Europe","Virgin Atlantic"
"11587","Canada","WestJet Airlines"
"11588","Canada","WestJet Airlines"
"11589","Mexico","Aeromexico"
"11590","Mexico","Aeromexico"
"11591","Canada","Air Canada "
"11592","Canada","Air Canada "
"11593","Canada","Air Canada "
"11594","Canada","Air Canada "
"11595","Asia","Air China"
"11596","Asia","Air China"
"11597","Europe","Air France"
"11598","Europe","Air France"
"11599","Australia / Oceania","Air New Zealand"
"11600","Australia / Oceania","Air New Zealand"
"11601","US","AirTran Airways"
"11602","US","AirTran Airways"
"11603","US","Alaska Airlines"
"11604","US","Alaska Airlines"
"11605","US","Alaska Airlines"
"11606","US","Alaska Airlines"
"11607","Mexico","Alaska Airlines"
"11608","Mexico","Alaska Airlines"
"11609","Asia","All Nippon Airways"
"11610","Asia","All Nippon Airways"
"11611","US","American Airlines"
"11612","US","American Airlines"
"11613","Asia","Asiana Airlines"
"11614","Asia","Asiana Airlines"
"11615","Europe","British Airways"
"11616","Europe","British Airways"
"11617","Asia","Cathay Pacific"
"11618","Asia","Cathay Pacific"
"11619","Asia","China Airlines"
"11620","Asia","China Airlines"
"11621","Asia","China Eastern"
"11622","Asia","China Eastern"
"11623","US","Compass Airlines"
"11624","US","Compass Airlines"
"11625","US","Delta Air Lines"
"11626","US","Delta Air Lines"
"11627","Asia","Delta Air Lines"
"11628","Asia","Delta Air Lines"
"11629","Asia","EVA Airways"
"11630","Asia","EVA Airways"
"11631","Middle East","Emirates "
"11632","Middle East","Emirates "
"11633","US","Frontier Airlines"
"11634","US","Frontier Airlines"
"11635","US","Hawaiian Airlines"
"11636","US","Hawaiian Airlines"
"11637","US","Horizon Air "
"11638","US","Horizon Air "
"11639","Asia","Japan Airlines"
"11640","Asia","Japan Airlines"
"11641","US","JetBlue Airways "
"11642","US","JetBlue Airways "
"11643","Europe","KLM Royal Dutch Airlines"
"11644","Europe","KLM Royal Dutch Airlines"
"11645","Asia","Korean Air Lines"
"11646","Asia","Korean Air Lines"
"11647","South America","LAN Peru"
"11648","South America","LAN Peru"
"11649","Europe","Lufthansa German Airlines"
"11650","Europe","Lufthansa German Airlines"
"11651","Asia","Philippine Airlines"
"11652","Asia","Philippine Airlines"
"11653","US","Republic Airlines"
"11654","US","Republic Airlines"
"11655","Europe","SAS Airlines"
"11656","Europe","SAS Airlines"
"11657","Asia","Singapore Airlines"
"11658","Asia","Singapore Airlines"
"11659","US","SkyWest Airlines"
"11660","US","SkyWest Airlines"
"11661","US","SkyWest Airlines"
"11662","US","SkyWest Airlines"
"11663","Canada","SkyWest Airlines"
"11664","Canada","SkyWest Airlines"
"11665","Canada","SkyWest Airlines"
"11666","Canada","SkyWest Airlines"
"11667","Canada","SkyWest Airlines"
"11668","US","Southwest Airlines"
"11669","US","Southwest Airlines"
"11670","US","Southwest Airlines"
"11671","US","Sun Country Airlines"
"11672","US","Sun Country Airlines"
"11673","Europe","Swiss International"
"11674","Europe","Swiss International"
"11675","Central America","TACA"
"11676","Central America","TACA"
"11677","US","US Airways"
"11678","US","US Airways"
"11679","US","United Airlines"
"11680","US","United Airlines"
"11681","US","United Airlines"
"11682","US","United Airlines"
"11683","US","United Airlines"
"11684","Asia","United Airlines"
"11685","Asia","United Airlines"
"11686","Australia / Oceania","United Airlines"
"11687","Australia / Oceania","United Airlines"
"11688","Canada","United Airlines"
"11689","Canada","United Airlines"
"11690","Europe","United Airlines"
"11691","Europe","United Airlines"
"11692","Mexico","United Airlines"
"11693","Mexico","United Airlines"
"11694","US","Virgin America"
"11695","US","Virgin America"
"11696","Mexico","Virgin America"
"11697","Mexico","Virgin America"
"11698","Europe","Virgin Atlantic"
"11699","Europe","Virgin Atlantic"
"11700","Mexico","Aeromexico"
"11701","Mexico","Aeromexico"
"11702","Canada","Air Canada "
"11703","Canada","Air Canada "
"11704","Canada","Air Canada "
"11705","Canada","Air Canada "
"11706","Asia","Air China"
"11707","Asia","Air China"
"11708","Europe","Air France"
"11709","Europe","Air France"
"11710","Australia / Oceania","Air New Zealand"
"11711","Australia / Oceania","Air New Zealand"
"11712","US","AirTran Airways"
"11713","US","AirTran Airways"
"11714","US","Alaska Airlines"
"11715","US","Alaska Airlines"
"11716","US","Alaska Airlines"
"11717","US","Alaska Airlines"
"11718","Mexico","Alaska Airlines"
"11719","Mexico","Alaska Airlines"
"11720","Asia","All Nippon Airways"
"11721","Asia","All Nippon Airways"
"11722","US","American Airlines"
"11723","US","American Airlines"
"11724","Asia","Asiana Airlines"
"11725","Asia","Asiana Airlines"
"11726","Europe","British Airways"
"11727","Europe","British Airways"
"11728","Asia","Cathay Pacific"
"11729","Asia","Cathay Pacific"
"11730","Asia","China Airlines"
"11731","Asia","China Airlines"
"11732","Asia","China Eastern"
"11733","Asia","China Eastern"
"11734","US","Compass Airlines"
"11735","US","Compass Airlines"
"11736","US","Delta Air Lines"
"11737","US","Delta Air Lines"
"11738","Asia","Delta Air Lines"
"11739","Asia","Delta Air Lines"
"11740","Asia","EVA Airways"
"11741","Asia","EVA Airways"
"11742","Middle East","Emirates "
"11743","Middle East","Emirates "
"11744","US","Frontier Airlines"
"11745","US","Frontier Airlines"
"11746","US","Hawaiian Airlines"
"11747","US","Hawaiian Airlines"
"11748","US","Horizon Air "
"11749","US","Horizon Air "
"11750","Asia","Japan Airlines"
"11751","Asia","Japan Airlines"
"11752","US","JetBlue Airways "
"11753","US","JetBlue Airways "
"11754","Europe","KLM Royal Dutch Airlines"
"11755","Europe","KLM Royal Dutch Airlines"
"11756","Asia","Korean Air Lines"
"11757","Asia","Korean Air Lines"
"11758","South America","LAN Peru"
"11759","South America","LAN Peru"
"11760","Europe","Lufthansa German Airlines"
"11761","Europe","Lufthansa German Airlines"
"11762","Asia","Philippine Airlines"
"11763","Asia","Philippine Airlines"
"11764","Europe","SAS Airlines"
"11765","Europe","SAS Airlines"
"11766","Asia","Singapore Airlines"
"11767","Asia","Singapore Airlines"
"11768","US","SkyWest Airlines"
"11769","US","SkyWest Airlines"
"11770","US","SkyWest Airlines"
"11771","US","SkyWest Airlines"
"11772","Canada","SkyWest Airlines"
"11773","Canada","SkyWest Airlines"
"11774","Canada","SkyWest Airlines"
"11775","Canada","SkyWest Airlines"
"11776","Canada","SkyWest Airlines"
"11777","US","Southwest Airlines"
"11778","US","Southwest Airlines"
