"","GEO.Summary","Operating.Airline"
"7969","International","Philippine Airlines"
"7970","International","Philippine Airlines"
"7971","International","Qantas Airways"
"7972","International","Qantas Airways"
"7973","Domestic","Servisair"
"7974","Domestic","Servisair"
"7975","International","Singapore Airlines"
"7976","International","Singapore Airlines"
"7977","Domestic","SkyWest Airlines"
"7978","Domestic","SkyWest Airlines"
"7979","Domestic","SkyWest Airlines"
"7980","Domestic","SkyWest Airlines"
"7981","International","SkyWest Airlines"
"7982","International","SkyWest Airlines"
"7983","International","SkyWest Airlines"
"7984","Domestic","Southwest Airlines"
"7985","Domestic","Southwest Airlines"
"7986","Domestic","Southwest Airlines"
"7987","International","Swiss International"
"7988","International","Swiss International"
"7989","International","TACA"
"7990","International","TACA"
"7991","Domestic","US Airways"
"7992","Domestic","United Airlines"
"7993","Domestic","United Airlines"
"7994","Domestic","United Airlines - Pre 07/01/2013"
"7995","Domestic","United Airlines - Pre 07/01/2013"
"7996","Domestic","United Airlines - Pre 07/01/2013"
"7997","Domestic","United Airlines - Pre 07/01/2013"
"7998","Domestic","United Airlines - Pre 07/01/2013"
"7999","Domestic","United Airlines - Pre 07/01/2013"
"8000","Domestic","United Airlines - Pre 07/01/2013"
"8001","Domestic","United Airlines - Pre 07/01/2013"
"8002","International","United Airlines - Pre 07/01/2013"
"8003","International","United Airlines - Pre 07/01/2013"
"8004","International","United Airlines - Pre 07/01/2013"
"8005","International","United Airlines - Pre 07/01/2013"
"8006","International","United Airlines - Pre 07/01/2013"
"8007","International","United Airlines - Pre 07/01/2013"
"8008","International","United Airlines - Pre 07/01/2013"
"8009","International","United Airlines - Pre 07/01/2013"
"8010","International","United Airlines - Pre 07/01/2013"
"8011","International","United Airlines - Pre 07/01/2013"
"8012","International","United Airlines - Pre 07/01/2013"
"8013","International","United Airlines - Pre 07/01/2013"
"8014","International","United Airlines - Pre 07/01/2013"
"8015","International","United Airlines - Pre 07/01/2013"
"8016","Domestic","Virgin America"
"8017","Domestic","Virgin America"
"8018","International","Virgin America"
"8019","International","Virgin America"
"8020","International","Virgin America"
"8021","International","Virgin America"
"8022","International","Virgin Atlantic"
"8023","International","Virgin Atlantic"
"8024","International","Aeromexico"
"8025","International","Aeromexico"
"8026","International","Air Canada "
"8027","International","Air Canada "
"8028","International","Air China"
"8029","International","Air China"
"8030","International","Air France"
"8031","International","Air France"
"8032","International","Air New Zealand"
"8033","International","Air New Zealand"
"8034","Domestic","AirTran Airways"
"8035","Domestic","AirTran Airways"
"8036","Domestic","Alaska Airlines"
"8037","Domestic","Alaska Airlines"
"8038","International","Alaska Airlines"
"8039","International","Alaska Airlines"
"8040","International","All Nippon Airways"
"8041","International","All Nippon Airways"
"8042","Domestic","American Airlines"
"8043","Domestic","American Airlines"
"8044","Domestic","American Airlines"
"8045","Domestic","American Airlines"
"8046","International","Asiana Airlines"
"8047","International","Asiana Airlines"
"8048","International","British Airways"
"8049","International","British Airways"
"8050","International","Cathay Pacific"
"8051","International","Cathay Pacific"
"8052","International","China Airlines"
"8053","International","China Airlines"
"8054","Domestic","Delta Air Lines"
"8055","Domestic","Delta Air Lines"
"8056","International","Delta Air Lines"
"8057","International","Delta Air Lines"
"8058","International","EVA Airways"
"8059","International","EVA Airways"
"8060","International","Emirates "
"8061","International","Emirates "
"8062","Domestic","Frontier Airlines"
"8063","Domestic","Frontier Airlines"
"8064","Domestic","Hawaiian Airlines"
"8065","Domestic","Hawaiian Airlines"
"8066","Domestic","Horizon Air "
"8067","Domestic","Horizon Air "
"8068","International","Japan Airlines"
"8069","International","Japan Airlines"
"8070","Domestic","JetBlue Airways "
"8071","Domestic","JetBlue Airways "
"8072","International","KLM Royal Dutch Airlines"
"8073","International","KLM Royal Dutch Airlines"
"8074","International","Korean Air Lines"
"8075","International","Korean Air Lines"
"8076","International","LAN Peru"
"8077","International","LAN Peru"
"8078","International","Lufthansa German Airlines"
"8079","International","Lufthansa German Airlines"
"8080","Domestic","Mesa Airlines"
"8081","Domestic","Mesa Airlines"
"8082","Domestic","Mesaba Airlines"
"8083","Domestic","Mesaba Airlines"
"8084","Domestic","Miami Air International"
"8085","International","Philippine Airlines"
"8086","International","Philippine Airlines"
"8087","International","Qantas Airways"
"8088","International","Qantas Airways"
"8089","International","Singapore Airlines"
"8090","International","Singapore Airlines"
"8091","Domestic","SkyWest Airlines"
"8092","Domestic","SkyWest Airlines"
"8093","Domestic","SkyWest Airlines"
"8094","Domestic","SkyWest Airlines"
"8095","International","SkyWest Airlines"
"8096","International","SkyWest Airlines"
"8097","International","SkyWest Airlines"
"8098","Domestic","Southwest Airlines"
"8099","Domestic","Southwest Airlines"
"8100","Domestic","Southwest Airlines"
"8101","International","Swiss International"
"8102","International","Swiss International"
"8103","International","TACA"
"8104","International","TACA"
"8105","Domestic","US Airways"
"8106","Domestic","US Airways"
"8107","Domestic","United Airlines"
"8108","Domestic","United Airlines"
"8109","Domestic","United Airlines - Pre 07/01/2013"
"8110","Domestic","United Airlines - Pre 07/01/2013"
"8111","Domestic","United Airlines - Pre 07/01/2013"
"8112","Domestic","United Airlines - Pre 07/01/2013"
"8113","Domestic","United Airlines - Pre 07/01/2013"
"8114","Domestic","United Airlines - Pre 07/01/2013"
"8115","Domestic","United Airlines - Pre 07/01/2013"
"8116","Domestic","United Airlines - Pre 07/01/2013"
"8117","International","United Airlines - Pre 07/01/2013"
"8118","International","United Airlines - Pre 07/01/2013"
"8119","International","United Airlines - Pre 07/01/2013"
"8120","International","United Airlines - Pre 07/01/2013"
"8121","International","United Airlines - Pre 07/01/2013"
"8122","International","United Airlines - Pre 07/01/2013"
"8123","International","United Airlines - Pre 07/01/2013"
"8124","International","United Airlines - Pre 07/01/2013"
"8125","International","United Airlines - Pre 07/01/2013"
"8126","International","United Airlines - Pre 07/01/2013"
"8127","International","United Airlines - Pre 07/01/2013"
"8128","International","United Airlines - Pre 07/01/2013"
"8129","International","United Airlines - Pre 07/01/2013"
"8130","International","United Airlines - Pre 07/01/2013"
"8131","International","United Airlines - Pre 07/01/2013"
"8132","Domestic","Virgin America"
"8133","Domestic","Virgin America"
"8134","Domestic","Virgin America"
"8135","Domestic","Virgin America"
"8136","International","Virgin America"
"8137","International","Virgin America"
"8138","International","Virgin America"
"8139","International","Virgin America"
"8140","International","Virgin America"
"8141","International","Virgin Atlantic"
"8142","International","Virgin Atlantic"
"8143","International","Aeromexico"
"8144","International","Aeromexico"
"8145","International","Air Berlin"
"8146","International","Air Berlin"
"8147","International","Air Canada "
"8148","International","Air Canada "
"8149","International","Air Canada "
"8150","International","Air Canada "
"8151","International","Air China"
"8152","International","Air China"
"8153","International","Air France"
"8154","International","Air France"
"8155","International","Air New Zealand"
"8156","International","Air New Zealand"
"8157","Domestic","AirTran Airways"
"8158","Domestic","AirTran Airways"
"8159","Domestic","Alaska Airlines"
"8160","Domestic","Alaska Airlines"
"8161","International","Alaska Airlines"
"8162","International","Alaska Airlines"
"8163","International","All Nippon Airways"
"8164","International","All Nippon Airways"
"8165","Domestic","American Airlines"
"8166","Domestic","American Airlines"
"8167","International","Asiana Airlines"
"8168","International","Asiana Airlines"
"8169","International","British Airways"
"8170","International","British Airways"
"8171","International","Cathay Pacific"
"8172","International","Cathay Pacific"
"8173","International","China Airlines"
"8174","International","China Airlines"
"8175","Domestic","Delta Air Lines"
"8176","Domestic","Delta Air Lines"
"8177","International","Delta Air Lines"
"8178","International","Delta Air Lines"
"8179","International","EVA Airways"
"8180","International","EVA Airways"
"8181","International","Emirates "
"8182","International","Emirates "
"8183","Domestic","Frontier Airlines"
"8184","Domestic","Frontier Airlines"
"8185","Domestic","Hawaiian Airlines"
"8186","Domestic","Hawaiian Airlines"
"8187","Domestic","Horizon Air "
"8188","Domestic","Horizon Air "
"8189","International","Japan Airlines"
"8190","International","Japan Airlines"
"8191","Domestic","JetBlue Airways "
"8192","Domestic","JetBlue Airways "
"8193","International","KLM Royal Dutch Airlines"
"8194","International","KLM Royal Dutch Airlines"
"8195","International","Korean Air Lines"
"8196","International","Korean Air Lines"
"8197","International","LAN Peru"
"8198","International","LAN Peru"
"8199","International","Lufthansa German Airlines"
"8200","International","Lufthansa German Airlines"
"8201","Domestic","Mesa Airlines"
"8202","Domestic","Mesa Airlines"
"8203","Domestic","Mesaba Airlines"
"8204","Domestic","Mesaba Airlines"
"8205","Domestic","Miami Air International"
"8206","International","Philippine Airlines"
"8207","International","Philippine Airlines"
"8208","International","Qantas Airways"
"8209","International","Qantas Airways"
"8210","International","Singapore Airlines"
"8211","International","Singapore Airlines"
"8212","Domestic","SkyWest Airlines"
"8213","Domestic","SkyWest Airlines"
"8214","Domestic","SkyWest Airlines"
"8215","Domestic","SkyWest Airlines"
"8216","International","SkyWest Airlines"
"8217","International","SkyWest Airlines"
"8218","International","SkyWest Airlines"
"8219","Domestic","Southwest Airlines"
"8220","Domestic","Southwest Airlines"
"8221","Domestic","Southwest Airlines"
"8222","Domestic","Sun Country Airlines"
"8223","Domestic","Sun Country Airlines"
"8224","International","Swiss International"
"8225","International","Swiss International"
"8226","International","TACA"
"8227","International","TACA"
"8228","Domestic","US Airways"
"8229","Domestic","US Airways"
